Ref,Monthly..,year,Date,Locality,ML,Weight,SEX,Mat.Stage,prey,rostral,item,length,SL,TL,ML,,,
,,1996,9/6/96,Santa Rosalia,62.1,NA,H,II,Pterygioteuthis,,Otolith.length6,0.5,,,22.78,,,
514,20,1996,9/6/96,Santa Rosalia,73.6,12.95,H,V,Pterygioteuthis,,Otolith.length6,0.3,,,16.148,,,
,,1996,9/6/96,Santa Rosalia,62.1,NA,H,II,Pterygioteuthis,,Otolith.length7,0.55,,,24.438,,,
514,20,1996,9/6/96,Santa Rosalia,73.6,12.95,H,V,Pterygioteuthis,,Otolith.length7,0.5,,,22.78,,,
,,1996,9/6/96,Santa Rosalia,62.1,NA,H,II,Pterygioteuthis,,Otolith.length8,0.35,,,17.806,,,
514,20,1996,9/6/96,Santa Rosalia,73.6,12.95,H,V,Pterygioteuthis,,Otolith.length8,0.5,,,22.78,,,
,,1996,9/6/96,Santa Rosalia,62.1,NA,H,II,Pterygioteuthis,,Otolith.length9,0.45,,,21.122,,,
514,20,1996,9/6/96,Santa Rosalia,73.6,12.95,H,V,Pterygioteuthis,,Otolith.length9,0.4,,,19.464,,,
,,1996,9/6/96,Santa Rosalia,62.1,NA,H,II,Pterygioteuthis,,Otolith.length10,0.45,,,21.122,,,
514,20,1996,9/6/96,Santa Rosalia,73.6,12.95,H,V,Pterygioteuthis,,Otolith.length10,0.5,,,22.78,,,
,,1996,9/6/96,Santa Rosalia,62.1,NA,H,II,Pterygioteuthis,,Otolith.length11,0.4,,,19.464,,,
514,20,1996,9/6/96,Santa Rosalia,73.6,12.95,H,V,Pterygioteuthis,,Otolith.length11,0.4,,,19.464,,,
,,1996,9/6/96,Santa Rosalia,62.1,NA,H,II,Pterygioteuthis,,Otolith.length12,0.5,,,22.78,,,
514,20,1996,9/6/96,Santa Rosalia,73.6,12.95,H,V,Pterygioteuthis,,Otolith.length12,0.5,,,22.78,,,
,,1996,9/6/96,Santa Rosalia,62.1,NA,H,II,Pterygioteuthis,,Otolith.length13,0.4,,,19.464,,,
514,20,1996,9/6/96,Santa Rosalia,73.6,12.95,H,V,Pterygioteuthis,,Otolith.length13,0.4,,,19.464,,,
,,1996,9/6/96,Santa Rosalia,62.1,NA,H,II,Pterygioteuthis,,Otolith.length14,0.4,,,19.464,,,
514,20,1996,9/6/96,Santa Rosalia,73.6,12.95,H,V,Pterygioteuthis,,Otolith.length14,0.5,,,22.78,,,
,,1996,9/6/96,Santa Rosalia,62.1,NA,H,II,Pterygioteuthis,,Otolith.length15,0.45,,,21.122,,,
,,1996,9/6/96,Santa Rosalia,62.1,NA,H,II,Pterygioteuthis,,Otolith.length16,0.45,,,21.122,,,
,,1996,9/6/96,Santa Rosalia,62.1,NA,H,II,Pterygioteuthis,,Otolith.length17,0.5,,,22.78,,,
,,1996,9/6/96,Santa Rosalia,62.1,NA,H,II,Pterygioteuthis,,Otolith.length18,0.5,,,22.78,,,
,,1996,9/6/96,Santa Rosalia,62.1,NA,H,II,Pterygioteuthis,,Otolith.length19,0.45,,,21.122,,,
,,1996,9/6/96,Santa Rosalia,62.1,NA,H,II,Pterygioteuthis,,Otolith.length20,0.5,,,22.78,,,
,,1996,9/6/96,Santa Rosalia,62.1,NA,H,II,Pterygioteuthis,,Otolith.length21,0.4,,,19.464,,,
,,1996,9/6/96,Santa Rosalia,62.1,NA,H,II,Pterygioteuthis,,Otolith.length22,0.4,,,19.464,,,
,,1996,9/6/96,Santa Rosalia,62.1,NA,H,II,Pterygioteuthis,,Otolith.length23,0.5,,,22.78,,,
,,1996,9/6/96,Santa Rosalia,62.1,NA,H,II,Pterygioteuthis,,Otolith.length24,0.4,,,19.464,,,
,,1996,9/6/96,Santa Rosalia,62.1,NA,H,II,Pterygioteuthis,,Otolith.length25,0.4,,,19.464,,,
771,24,1996,9/8/96,Santa Rosalia,61,6.475,H,II,Benthosema,,Otolith.length1,1.9,35.601,44.19446,,,,
773,26,1996,9/8/96,Santa Rosalia,62.5,6.825,H,II,Benthosema,,Otolith.length1,2,37.4945,46.6956,,,,
774,27,1996,9/8/96,Santa Rosalia,58.1,5.375,M,IV,Benthosema,,Otolith.length1,2.2,41.2815,51.69788,,,,
775,28,1996,9/8/96,Santa Rosalia,45.3,2.6,H,II,Benthosema,,Otolith.length1,2.2,41.2815,51.69788,,,,
771,24,1996,9/8/96,Santa Rosalia,61,6.475,H,II,Benthosema,,Otolith.length2,2,37.4945,46.6956,,,,
773,26,1996,9/8/96,Santa Rosalia,62.5,6.825,H,II,Benthosema,,Otolith.length2,2.2,41.2815,51.69788,,,,
774,27,1996,9/8/96,Santa Rosalia,58.1,5.375,M,IV,Benthosema,,Otolith.length2,1.8,33.7075,41.69332,,,,
771,24,1996,9/8/96,Santa Rosalia,61,6.475,H,II,Benthosema,,Otolith.length3,1.9,35.601,44.19446,,,,
773,26,1996,9/8/96,Santa Rosalia,62.5,6.825,H,II,Benthosema,,Otolith.length3,2.2,41.2815,51.69788,,,,
774,27,1996,9/8/96,Santa Rosalia,58.1,5.375,M,IV,Benthosema,,Otolith.length3,2.2,41.2815,51.69788,,,,
771,24,1996,9/8/96,Santa Rosalia,61,6.475,H,II,Benthosema,,Otolith.length4,2.1,39.388,49.19674,,,,
773,26,1996,9/8/96,Santa Rosalia,62.5,6.825,H,II,Benthosema,,Otolith.length4,2.3,43.175,54.19902,,,,
774,27,1996,9/8/96,Santa Rosalia,58.1,5.375,M,IV,Benthosema,,Otolith.length4,2.1,39.388,49.19674,,,,
771,24,1996,9/8/96,Santa Rosalia,61,6.475,H,II,Benthosema,,Otolith.length5,2,37.4945,46.6956,,,,
773,26,1996,9/8/96,Santa Rosalia,62.5,6.825,H,II,Benthosema,,Otolith.length5,1.4,26.1335,31.68876,,,,
774,27,1996,9/8/96,Santa Rosalia,58.1,5.375,M,IV,Benthosema,,Otolith.length5,2.2,41.2815,51.69788,,,,
771,24,1996,9/8/96,Santa Rosalia,61,6.475,H,II,Benthosema,,Otolith.length6,2.1,39.388,49.19674,,,,
774,27,1996,9/8/96,Santa Rosalia,58.1,5.375,M,IV,Benthosema,,Otolith.length6,2,37.4945,46.6956,,,,
771,24,1996,9/8/96,Santa Rosalia,61,6.475,H,II,Benthosema,,Otolith.length7,2.2,41.2815,51.69788,,,,
771,24,1996,9/8/96,Santa Rosalia,61,6.475,H,II,Benthosema,,Otolith.length8,2.4,45.0685,56.70016,,,,
771,24,1996,9/8/96,Santa Rosalia,61,6.475,H,II,Benthosema,,Otolith.length9,1.8,33.7075,41.69332,,,,
771,24,1996,9/8/96,Santa Rosalia,61,6.475,H,II,Benthosema,,Otolith.length10,1.5,28.027,34.1899,,,,
771,24,1996,9/8/96,Santa Rosalia,61,6.475,H,II,Benthosema,,Otolith.length11,1.4,26.1335,31.68876,,,,
521,26,1996,9/8/96,Santa Rosalia,62.5,6.825,H,II,Pterygioteuthis,,Otolith.length1,0.5,,,22.78,,,
521,26,1996,9/8/96,Santa Rosalia,62.5,6.825,H,II,Pterygioteuthis,,Otolith.length2,0.5,,,22.78,,,
521,26,1996,9/8/96,Santa Rosalia,62.5,6.825,H,II,Pterygioteuthis,,Otolith.length3,0.5,,,22.78,,,
521,26,1996,9/8/96,Santa Rosalia,62.5,6.825,H,II,Pterygioteuthis,,Otolith.length4,0.4,,,19.464,,,
821,1,1996,10/16/96,Santa Rosalia,72.5,14.65,H,V,Benthosema,,Otolith.length1,1.6,29.9205,36.69104,,,,
822,2,1996,10/16/96,Santa Rosalia,61.2,6.225,M,V,Benthosema,,Otolith.length1,1.8,33.7075,41.69332,,,,
823,3,1996,10/16/96,Santa Rosalia,68.8,9.325,M,V,Benthosema,,Otolith.length1,2.2,41.2815,51.69788,,,,
824,4,1996,10/16/96,Santa Rosalia,70.7,11.4,H,III,Benthosema,,Otolith.length1,2.2,41.2815,51.69788,,,,
825,5,1996,10/16/96,Santa Rosalia,58,5.5,M,V,Benthosema,,Otolith.length1,1.7,31.814,39.19218,,,,
826,6,1996,10/16/96,Santa Rosalia,60,5.8,H,III,Benthosema,,Otolith.length1,2.3,43.175,54.19902,,,,
827,7,1996,10/16/96,Santa Rosalia,53.1,4.125,H,II,Benthosema,,Otolith.length1,1.9,35.601,44.19446,,,,
828,8,1996,10/16/96,Santa Rosalia,57.1,4.475,H,II,Benthosema,,Otolith.length1,1.8,33.7075,41.69332,,,,
830,10,1996,10/16/96,Santa Rosalia,66.2,8.225,H,III,Benthosema,,Otolith.length1,1.7,31.814,39.19218,,,,
831,11,1996,10/16/96,Santa Rosalia,78.6,15.325,H,V,Benthosema,,Otolith.length1,2.3,43.175,54.19902,,,,
833,13,1996,10/16/96,Santa Rosalia,61.8,7.68,H,III,Benthosema,,Otolith.length1,2.4,45.0685,56.70016,,,,
834,14,1996,10/16/96,Santa Rosalia,45.5,2.1,M,V,Benthosema,,Otolith.length1,1.7,31.814,39.19218,,,,
835,15,1996,10/16/96,Santa Rosalia,61.5,3.7,H,III,Benthosema,,Otolith.length1,1.6,29.9205,36.69104,,,,
837,17,1996,10/16/96,Santa Rosalia,54.3,3.775,M,V,Benthosema,,Otolith.length1,2.3,43.175,54.19902,,,,
839,19,1996,10/16/96,Santa Rosalia,65.7,9.325,H,III,Benthosema,,Otolith.length1,2.2,41.2815,51.69788,,,,
841,21,1996,10/16/96,Santa Rosalia,53.6,4.375,M,V,Benthosema,,Otolith.length1,1.6,29.9205,36.69104,,,,
845,25,1996,10/16/96,Santa Rosalia,51.7,3.65,H,II,Benthosema,,Otolith.length1,2,37.4945,46.6956,,,,
846,26,1996,10/16/96,Santa Rosalia,54,3.975,M,V,Benthosema,,Otolith.length1,2.3,43.175,54.19902,,,,
847,27,1996,10/16/96,Santa Rosalia,46.6,2.4,H,II,Benthosema,,Otolith.length1,1.7,31.814,39.19218,,,,
848,28,1996,10/16/96,Santa Rosalia,68,9.2,H,V,Benthosema,,Otolith.length1,1.8,33.7075,41.69332,,,,
849,29,1996,10/16/96,Santa Rosalia,71.2,10.5,H,III,Benthosema,,Otolith.length1,1.9,35.601,44.19446,,,,
850,30,1996,10/16/96,Santa Rosalia,50.2,3.375,M,III,Benthosema,,Otolith.length1,2.1,39.388,49.19674,,,,
822,2,1996,10/16/96,Santa Rosalia,61.2,6.225,M,V,Benthosema,,Otolith.length2,1.9,35.601,44.19446,,,,
823,3,1996,10/16/96,Santa Rosalia,68.8,9.325,M,V,Benthosema,,Otolith.length2,2.1,39.388,49.19674,,,,
824,4,1996,10/16/96,Santa Rosalia,70.7,11.4,H,III,Benthosema,,Otolith.length2,2.1,39.388,49.19674,,,,
825,5,1996,10/16/96,Santa Rosalia,58,5.5,M,V,Benthosema,,Otolith.length2,1.9,35.601,44.19446,,,,
827,7,1996,10/16/96,Santa Rosalia,53.1,4.125,H,II,Benthosema,,Otolith.length2,2,37.4945,46.6956,,,,
828,8,1996,10/16/96,Santa Rosalia,57.1,4.475,H,II,Benthosema,,Otolith.length2,1.9,35.601,44.19446,,,,
830,10,1996,10/16/96,Santa Rosalia,66.2,8.225,H,III,Benthosema,,Otolith.length2,1.8,33.7075,41.69332,,,,
831,11,1996,10/16/96,Santa Rosalia,78.6,15.325,H,V,Benthosema,,Otolith.length2,2.1,39.388,49.19674,,,,
834,14,1996,10/16/96,Santa Rosalia,45.5,2.1,M,V,Benthosema,,Otolith.length2,2,37.4945,46.6956,,,,
835,15,1996,10/16/96,Santa Rosalia,61.5,3.7,H,III,Benthosema,,Otolith.length2,1.7,31.814,39.19218,,,,
837,17,1996,10/16/96,Santa Rosalia,54.3,3.775,M,V,Benthosema,,Otolith.length2,2.1,39.388,49.19674,,,,
839,19,1996,10/16/96,Santa Rosalia,65.7,9.325,H,III,Benthosema,,Otolith.length2,1.7,31.814,39.19218,,,,
841,21,1996,10/16/96,Santa Rosalia,53.6,4.375,M,V,Benthosema,,Otolith.length2,1.7,31.814,39.19218,,,,
845,25,1996,10/16/96,Santa Rosalia,51.7,3.65,H,II,Benthosema,,Otolith.length2,2.1,39.388,49.19674,,,,
846,26,1996,10/16/96,Santa Rosalia,54,3.975,M,V,Benthosema,,Otolith.length2,2.2,41.2815,51.69788,,,,
847,27,1996,10/16/96,Santa Rosalia,46.6,2.4,H,II,Benthosema,,Otolith.length2,2.3,43.175,54.19902,,,,
848,28,1996,10/16/96,Santa Rosalia,68,9.2,H,V,Benthosema,,Otolith.length2,1.9,35.601,44.19446,,,,
849,29,1996,10/16/96,Santa Rosalia,71.2,10.5,H,III,Benthosema,,Otolith.length2,1.8,33.7075,41.69332,,,,
850,30,1996,10/16/96,Santa Rosalia,50.2,3.375,M,III,Benthosema,,Otolith.length2,1.7,31.814,39.19218,,,,
822,2,1996,10/16/96,Santa Rosalia,61.2,6.225,M,V,Benthosema,,Otolith.length3,2,37.4945,46.6956,,,,
823,3,1996,10/16/96,Santa Rosalia,68.8,9.325,M,V,Benthosema,,Otolith.length3,1.7,31.814,39.19218,,,,
824,4,1996,10/16/96,Santa Rosalia,70.7,11.4,H,III,Benthosema,,Otolith.length3,2.1,39.388,49.19674,,,,
825,5,1996,10/16/96,Santa Rosalia,58,5.5,M,V,Benthosema,,Otolith.length3,2.1,39.388,49.19674,,,,
827,7,1996,10/16/96,Santa Rosalia,53.1,4.125,H,II,Benthosema,,Otolith.length3,2.2,41.2815,51.69788,,,,
828,8,1996,10/16/96,Santa Rosalia,57.1,4.475,H,II,Benthosema,,Otolith.length3,2,37.4945,46.6956,,,,
830,10,1996,10/16/96,Santa Rosalia,66.2,8.225,H,III,Benthosema,,Otolith.length3,1.8,33.7075,41.69332,,,,
831,11,1996,10/16/96,Santa Rosalia,78.6,15.325,H,V,Benthosema,,Otolith.length3,1.8,33.7075,41.69332,,,,
834,14,1996,10/16/96,Santa Rosalia,45.5,2.1,M,V,Benthosema,,Otolith.length3,2.2,41.2815,51.69788,,,,
835,15,1996,10/16/96,Santa Rosalia,61.5,3.7,H,III,Benthosema,,Otolith.length3,1.9,35.601,44.19446,,,,
837,17,1996,10/16/96,Santa Rosalia,54.3,3.775,M,V,Benthosema,,Otolith.length3,2.2,41.2815,51.69788,,,,
839,19,1996,10/16/96,Santa Rosalia,65.7,9.325,H,III,Benthosema,,Otolith.length3,1.6,29.9205,36.69104,,,,
841,21,1996,10/16/96,Santa Rosalia,53.6,4.375,M,V,Benthosema,,Otolith.length3,1.8,33.7075,41.69332,,,,
845,25,1996,10/16/96,Santa Rosalia,51.7,3.65,H,II,Benthosema,,Otolith.length3,1.9,35.601,44.19446,,,,
846,26,1996,10/16/96,Santa Rosalia,54,3.975,M,V,Benthosema,,Otolith.length3,2,37.4945,46.6956,,,,
847,27,1996,10/16/96,Santa Rosalia,46.6,2.4,H,II,Benthosema,,Otolith.length3,2.1,39.388,49.19674,,,,
848,28,1996,10/16/96,Santa Rosalia,68,9.2,H,V,Benthosema,,Otolith.length3,2,37.4945,46.6956,,,,
850,30,1996,10/16/96,Santa Rosalia,50.2,3.375,M,III,Benthosema,,Otolith.length3,2.3,43.175,54.19902,,,,
822,2,1996,10/16/96,Santa Rosalia,61.2,6.225,M,V,Benthosema,,Otolith.length4,2.2,41.2815,51.69788,,,,
823,3,1996,10/16/96,Santa Rosalia,68.8,9.325,M,V,Benthosema,,Otolith.length4,1.9,35.601,44.19446,,,,
824,4,1996,10/16/96,Santa Rosalia,70.7,11.4,H,III,Benthosema,,Otolith.length4,1.7,31.814,39.19218,,,,
825,5,1996,10/16/96,Santa Rosalia,58,5.5,M,V,Benthosema,,Otolith.length4,2,37.4945,46.6956,,,,
827,7,1996,10/16/96,Santa Rosalia,53.1,4.125,H,II,Benthosema,,Otolith.length4,2,37.4945,46.6956,,,,
828,8,1996,10/16/96,Santa Rosalia,57.1,4.475,H,II,Benthosema,,Otolith.length4,2,37.4945,46.6956,,,,
830,10,1996,10/16/96,Santa Rosalia,66.2,8.225,H,III,Benthosema,,Otolith.length4,1.9,35.601,44.19446,,,,
831,11,1996,10/16/96,Santa Rosalia,78.6,15.325,H,V,Benthosema,,Otolith.length4,1.6,29.9205,36.69104,,,,
834,14,1996,10/16/96,Santa Rosalia,45.5,2.1,M,V,Benthosema,,Otolith.length4,2.1,39.388,49.19674,,,,
835,15,1996,10/16/96,Santa Rosalia,61.5,3.7,H,III,Benthosema,,Otolith.length4,1.9,35.601,44.19446,,,,
837,17,1996,10/16/96,Santa Rosalia,54.3,3.775,M,V,Benthosema,,Otolith.length4,2.1,39.388,49.19674,,,,
839,19,1996,10/16/96,Santa Rosalia,65.7,9.325,H,III,Benthosema,,Otolith.length4,1.8,33.7075,41.69332,,,,
841,21,1996,10/16/96,Santa Rosalia,53.6,4.375,M,V,Benthosema,,Otolith.length4,1.9,35.601,44.19446,,,,
845,25,1996,10/16/96,Santa Rosalia,51.7,3.65,H,II,Benthosema,,Otolith.length4,2,37.4945,46.6956,,,,
846,26,1996,10/16/96,Santa Rosalia,54,3.975,M,V,Benthosema,,Otolith.length4,2.1,39.388,49.19674,,,,
847,27,1996,10/16/96,Santa Rosalia,46.6,2.4,H,II,Benthosema,,Otolith.length4,2,37.4945,46.6956,,,,
848,28,1996,10/16/96,Santa Rosalia,68,9.2,H,V,Benthosema,,Otolith.length4,2,37.4945,46.6956,,,,
850,30,1996,10/16/96,Santa Rosalia,50.2,3.375,M,III,Benthosema,,Otolith.length4,2.3,43.175,54.19902,,,,
822,2,1996,10/16/96,Santa Rosalia,61.2,6.225,M,V,Benthosema,,Otolith.length5,1.9,35.601,44.19446,,,,
823,3,1996,10/16/96,Santa Rosalia,68.8,9.325,M,V,Benthosema,,Otolith.length5,1.9,35.601,44.19446,,,,
824,4,1996,10/16/96,Santa Rosalia,70.7,11.4,H,III,Benthosema,,Otolith.length5,1.6,29.9205,36.69104,,,,
825,5,1996,10/16/96,Santa Rosalia,58,5.5,M,V,Benthosema,,Otolith.length5,2.1,39.388,49.19674,,,,
827,7,1996,10/16/96,Santa Rosalia,53.1,4.125,H,II,Benthosema,,Otolith.length5,2.2,41.2815,51.69788,,,,
828,8,1996,10/16/96,Santa Rosalia,57.1,4.475,H,II,Benthosema,,Otolith.length5,2.1,39.388,49.19674,,,,
830,10,1996,10/16/96,Santa Rosalia,66.2,8.225,H,III,Benthosema,,Otolith.length5,1.9,35.601,44.19446,,,,
831,11,1996,10/16/96,Santa Rosalia,78.6,15.325,H,V,Benthosema,,Otolith.length5,1.6,29.9205,36.69104,,,,
834,14,1996,10/16/96,Santa Rosalia,45.5,2.1,M,V,Benthosema,,Otolith.length5,2.1,39.388,49.19674,,,,
835,15,1996,10/16/96,Santa Rosalia,61.5,3.7,H,III,Benthosema,,Otolith.length5,1.6,29.9205,36.69104,,,,
837,17,1996,10/16/96,Santa Rosalia,54.3,3.775,M,V,Benthosema,,Otolith.length5,2.1,39.388,49.19674,,,,
839,19,1996,10/16/96,Santa Rosalia,65.7,9.325,H,III,Benthosema,,Otolith.length5,1.5,28.027,34.1899,,,,
841,21,1996,10/16/96,Santa Rosalia,53.6,4.375,M,V,Benthosema,,Otolith.length5,1.9,35.601,44.19446,,,,
845,25,1996,10/16/96,Santa Rosalia,51.7,3.65,H,II,Benthosema,,Otolith.length5,1.8,33.7075,41.69332,,,,
846,26,1996,10/16/96,Santa Rosalia,54,3.975,M,V,Benthosema,,Otolith.length5,2.2,41.2815,51.69788,,,,
848,28,1996,10/16/96,Santa Rosalia,68,9.2,H,V,Benthosema,,Otolith.length5,2.1,39.388,49.19674,,,,
850,30,1996,10/16/96,Santa Rosalia,50.2,3.375,M,III,Benthosema,,Otolith.length5,2,37.4945,46.6956,,,,
822,2,1996,10/16/96,Santa Rosalia,61.2,6.225,M,V,Benthosema,,Otolith.length6,1.9,35.601,44.19446,,,,
823,3,1996,10/16/96,Santa Rosalia,68.8,9.325,M,V,Benthosema,,Otolith.length6,2.1,39.388,49.19674,,,,
824,4,1996,10/16/96,Santa Rosalia,70.7,11.4,H,III,Benthosema,,Otolith.length6,2.1,39.388,49.19674,,,,
825,5,1996,10/16/96,Santa Rosalia,58,5.5,M,V,Benthosema,,Otolith.length6,2.2,41.2815,51.69788,,,,
827,7,1996,10/16/96,Santa Rosalia,53.1,4.125,H,II,Benthosema,,Otolith.length6,2.1,39.388,49.19674,,,,
828,8,1996,10/16/96,Santa Rosalia,57.1,4.475,H,II,Benthosema,,Otolith.length6,2.1,39.388,49.19674,,,,
830,10,1996,10/16/96,Santa Rosalia,66.2,8.225,H,III,Benthosema,,Otolith.length6,1.9,35.601,44.19446,,,,
831,11,1996,10/16/96,Santa Rosalia,78.6,15.325,H,V,Benthosema,,Otolith.length6,1.5,28.027,34.1899,,,,
834,14,1996,10/16/96,Santa Rosalia,45.5,2.1,M,V,Benthosema,,Otolith.length6,2.2,41.2815,51.69788,,,,
835,15,1996,10/16/96,Santa Rosalia,61.5,3.7,H,III,Benthosema,,Otolith.length6,1.6,29.9205,36.69104,,,,
837,17,1996,10/16/96,Santa Rosalia,54.3,3.775,M,V,Benthosema,,Otolith.length6,2.1,39.388,49.19674,,,,
839,19,1996,10/16/96,Santa Rosalia,65.7,9.325,H,III,Benthosema,,Otolith.length6,1.4,26.1335,31.68876,,,,
841,21,1996,10/16/96,Santa Rosalia,53.6,4.375,M,V,Benthosema,,Otolith.length6,1.8,33.7075,41.69332,,,,
845,25,1996,10/16/96,Santa Rosalia,51.7,3.65,H,II,Benthosema,,Otolith.length6,2.1,39.388,49.19674,,,,
846,26,1996,10/16/96,Santa Rosalia,54,3.975,M,V,Benthosema,,Otolith.length6,2.5,46.962,59.2013,,,,
848,28,1996,10/16/96,Santa Rosalia,68,9.2,H,V,Benthosema,,Otolith.length6,2.1,39.388,49.19674,,,,
850,30,1996,10/16/96,Santa Rosalia,50.2,3.375,M,III,Benthosema,,Otolith.length6,2.1,39.388,49.19674,,,,
822,2,1996,10/16/96,Santa Rosalia,61.2,6.225,M,V,Benthosema,,Otolith.length7,2,37.4945,46.6956,,,,
825,5,1996,10/16/96,Santa Rosalia,58,5.5,M,V,Benthosema,,Otolith.length7,1.9,35.601,44.19446,,,,
827,7,1996,10/16/96,Santa Rosalia,53.1,4.125,H,II,Benthosema,,Otolith.length7,1.9,35.601,44.19446,,,,
828,8,1996,10/16/96,Santa Rosalia,57.1,4.475,H,II,Benthosema,,Otolith.length7,2,37.4945,46.6956,,,,
830,10,1996,10/16/96,Santa Rosalia,66.2,8.225,H,III,Benthosema,,Otolith.length7,1.6,29.9205,36.69104,,,,
831,11,1996,10/16/96,Santa Rosalia,78.6,15.325,H,V,Benthosema,,Otolith.length7,1.5,28.027,34.1899,,,,
834,14,1996,10/16/96,Santa Rosalia,45.5,2.1,M,V,Benthosema,,Otolith.length7,1.8,33.7075,41.69332,,,,
835,15,1996,10/16/96,Santa Rosalia,61.5,3.7,H,III,Benthosema,,Otolith.length7,1.8,33.7075,41.69332,,,,
837,17,1996,10/16/96,Santa Rosalia,54.3,3.775,M,V,Benthosema,,Otolith.length7,2.1,39.388,49.19674,,,,
839,19,1996,10/16/96,Santa Rosalia,65.7,9.325,H,III,Benthosema,,Otolith.length7,1.6,29.9205,36.69104,,,,
845,25,1996,10/16/96,Santa Rosalia,51.7,3.65,H,II,Benthosema,,Otolith.length7,2,37.4945,46.6956,,,,
846,26,1996,10/16/96,Santa Rosalia,54,3.975,M,V,Benthosema,,Otolith.length7,1.9,35.601,44.19446,,,,
850,30,1996,10/16/96,Santa Rosalia,50.2,3.375,M,III,Benthosema,,Otolith.length7,2.1,39.388,49.19674,,,,
822,2,1996,10/16/96,Santa Rosalia,61.2,6.225,M,V,Benthosema,,Otolith.length8,1.7,31.814,39.19218,,,,
825,5,1996,10/16/96,Santa Rosalia,58,5.5,M,V,Benthosema,,Otolith.length8,2,37.4945,46.6956,,,,
827,7,1996,10/16/96,Santa Rosalia,53.1,4.125,H,II,Benthosema,,Otolith.length8,1.9,35.601,44.19446,,,,
828,8,1996,10/16/96,Santa Rosalia,57.1,4.475,H,II,Benthosema,,Otolith.length8,1.9,35.601,44.19446,,,,
830,10,1996,10/16/96,Santa Rosalia,66.2,8.225,H,III,Benthosema,,Otolith.length8,1.7,31.814,39.19218,,,,
834,14,1996,10/16/96,Santa Rosalia,45.5,2.1,M,V,Benthosema,,Otolith.length8,1.9,35.601,44.19446,,,,
835,15,1996,10/16/96,Santa Rosalia,61.5,3.7,H,III,Benthosema,,Otolith.length8,1.4,26.1335,31.68876,,,,
837,17,1996,10/16/96,Santa Rosalia,54.3,3.775,M,V,Benthosema,,Otolith.length8,2.2,41.2815,51.69788,,,,
839,19,1996,10/16/96,Santa Rosalia,65.7,9.325,H,III,Benthosema,,Otolith.length8,1.6,29.9205,36.69104,,,,
846,26,1996,10/16/96,Santa Rosalia,54,3.975,M,V,Benthosema,,Otolith.length8,1.9,35.601,44.19446,,,,
850,30,1996,10/16/96,Santa Rosalia,50.2,3.375,M,III,Benthosema,,Otolith.length8,1.5,28.027,34.1899,,,,
822,2,1996,10/16/96,Santa Rosalia,61.2,6.225,M,V,Benthosema,,Otolith.length9,1.7,31.814,39.19218,,,,
825,5,1996,10/16/96,Santa Rosalia,58,5.5,M,V,Benthosema,,Otolith.length9,2.1,39.388,49.19674,,,,
827,7,1996,10/16/96,Santa Rosalia,53.1,4.125,H,II,Benthosema,,Otolith.length9,1.9,35.601,44.19446,,,,
828,8,1996,10/16/96,Santa Rosalia,57.1,4.475,H,II,Benthosema,,Otolith.length9,1.9,35.601,44.19446,,,,
830,10,1996,10/16/96,Santa Rosalia,66.2,8.225,H,III,Benthosema,,Otolith.length9,1.9,35.601,44.19446,,,,
834,14,1996,10/16/96,Santa Rosalia,45.5,2.1,M,V,Benthosema,,Otolith.length9,2,37.4945,46.6956,,,,
835,15,1996,10/16/96,Santa Rosalia,61.5,3.7,H,III,Benthosema,,Otolith.length9,1.3,24.24,29.18762,,,,
837,17,1996,10/16/96,Santa Rosalia,54.3,3.775,M,V,Benthosema,,Otolith.length9,2,37.4945,46.6956,,,,
846,26,1996,10/16/96,Santa Rosalia,54,3.975,M,V,Benthosema,,Otolith.length9,1.6,29.9205,36.69104,,,,
850,30,1996,10/16/96,Santa Rosalia,50.2,3.375,M,III,Benthosema,,Otolith.length9,1.8,33.7075,41.69332,,,,
822,2,1996,10/16/96,Santa Rosalia,61.2,6.225,M,V,Benthosema,,Otolith.length10,1.6,29.9205,36.69104,,,,
825,5,1996,10/16/96,Santa Rosalia,58,5.5,M,V,Benthosema,,Otolith.length10,2.2,41.2815,51.69788,,,,
828,8,1996,10/16/96,Santa Rosalia,57.1,4.475,H,II,Benthosema,,Otolith.length10,1.9,35.601,44.19446,,,,
830,10,1996,10/16/96,Santa Rosalia,66.2,8.225,H,III,Benthosema,,Otolith.length10,1.9,35.601,44.19446,,,,
834,14,1996,10/16/96,Santa Rosalia,45.5,2.1,M,V,Benthosema,,Otolith.length10,2.1,39.388,49.19674,,,,
835,15,1996,10/16/96,Santa Rosalia,61.5,3.7,H,III,Benthosema,,Otolith.length10,1.8,33.7075,41.69332,,,,
837,17,1996,10/16/96,Santa Rosalia,54.3,3.775,M,V,Benthosema,,Otolith.length10,1.9,35.601,44.19446,,,,
850,30,1996,10/16/96,Santa Rosalia,50.2,3.375,M,III,Benthosema,,Otolith.length10,1.6,29.9205,36.69104,,,,
822,2,1996,10/16/96,Santa Rosalia,61.2,6.225,M,V,Benthosema,,Otolith.length11,2,37.4945,46.6956,,,,
825,5,1996,10/16/96,Santa Rosalia,58,5.5,M,V,Benthosema,,Otolith.length11,2,37.4945,46.6956,,,,
828,8,1996,10/16/96,Santa Rosalia,57.1,4.475,H,II,Benthosema,,Otolith.length11,1.8,33.7075,41.69332,,,,
